GE,GE Aerospace,US3696043013
CAT,"Caterpillar, Inc.",US1491231015
GS,"Goldman Sachs Group, Inc. (The)",US38141G1040
INTU,Intuit Inc.,US4612021034
TXN,Texas Instruments Incorporated,US8825081040
VZ,Verizon Communications Inc.,US92343V1044
QCOM,QUALCOMM Incorporated,US7475251036
DHR,Danaher Corporation,US2358511028
BKNG,Booking Holdings Inc. Common Stock,US09857L1089
CMCSA,Comcast Corporation,US20030N1019
T,AT&T Inc.,US00206R1023
BLK,"BlackRock, Inc.",US09290D1019
RTX,RTX Corporation,US75513E1010
NEE,"NextEra Energy, Inc.",US65339F1012
SPGI,S&P Global Inc.,US78409V1044
AMGN,Amgen Inc.,US0311621009
PGR,Progressive Corporation (The),US7433151039
LOW,"Lowe's Companies, Inc.",US5486611073
HON,Honeywell International Inc.,US4385161066
SCHW,Charles Schwab Corporation (The),US8085131055
SYK,Stryker Corporation,US8636671013
UBER,"Uber Technologies, Inc.",US90353T1007
ETN,"Eaton Corporation, PLC",IE00B8KQN827
UNP,Union Pacific Corporation,US9078181081
PLTR,Palantir Technologies Inc.,US69608A1088
PFE,"Pfizer, Inc.",US7170811035
AMAT,"Applied Materials, Inc.",US0382221051
KKR,KKR & Co. Inc.,US48251W1045
TJX,"TJX Companies, Inc. (The)",US8725401090
BSX,Boston Scientific Corporation,US1011371077
COP,ConocoPhillips,US20825C1045
C,"Citigroup, Inc.",US1729674242
PANW,"Palo Alto Networks, Inc.",US6974351057
LMT,Lockheed Martin Corporation,US5398301094
FI,"Fiserv, Inc.",US3377381088
ADP,"Automatic Data Processing, Inc.",US0530151036
ANET,"Arista Networks, Inc.",US0404131064
BMY,Bristol-Myers Squibb Company,US1101221083
VRTX,Vertex Pharmaceuticals Incorporated,US92532F1003
CB,Chubb Limited,CH0044328745
UPS,"United Parcel Service, Inc.",US9113121068
SBUX,Starbucks Corporation,US8552441094
DE,Deere & Company,US2441991054
CHTR,"Charter Communications, Inc.",US16119P1084
GILD,"Gilead Sciences, Inc.",US3755581036
PLD,"Prologis, Inc.",US74340W1036
BA,Boeing Company (The),US0970231058
NKE,"Nike, Inc.",US6541061031
MU,"Micron Technology, Inc.",US5951121038
MMC,"Marsh & McLennan Companies, Inc.",US5717481023
MDT,Medtronic plc.,IE00BTN1Y115
ADI,"Analog Devices, Inc.",US0326541051
INTC,Intel Corporation,US4581401001
DELL,Dell Technologies Inc.,US24703L2025
SO,Southern Company (The),US8425871071
MO,"Altria Group, Inc.",US02209S1033
GEV,GE Vernova Inc.,US36828A1016
AMT,American Tower Corporation (REIT),US03027X1000
SHW,Sherwin-Williams Company (The),US8243481061
TT,Trane Technologies plc,IE00BK9ZQ967
ELV,"Elevance Health, Inc.",US0367521038
LRCX,Lam Research Corporation,US5128073062
CI,The Cigna Group,US1255231003
ICE,Intercontinental Exchange Inc.,US45866F1049
EQIX,"Equinix, Inc.",US29444U7000
PH,Parker-Hannifin Corporation,US7010941042
CTAS,Cintas Corporation,US1729081059
DUK,Duke Energy Corporation (Holding Company),US26441C2044
WM,"Waste Management, Inc.",US94106L1098
MDLZ,"Mondelez International, Inc.",US6092071058
WELL,Welltower Inc.,US95040Q1040
MCO,Moody's Corporation,US6153691059
CRWD,"CrowdStrike Holdings, Inc.",US22788C1053
ABNB,"Airbnb, Inc.",US0090661010
APH,Amphenol Corporation,US0320951017
PYPL,"PayPal Holdings, Inc.",US70450Y1038
HCA,"HCA Healthcare, Inc.",US40412C1018
CDNS,"Cadence Design Systems, Inc.",US1273871087
SNPS,"Synopsys, Inc.",US8716071076
KLAC,KLA Corporation,US4824801009
MSI,"Motorola Solutions, Inc.",US6200763075
AON,Aon plc,IE00BLP1HW54
CME,CME Group Inc.,US12572Q1058
REGN,"Regeneron Pharmaceuticals, Inc.",US75886F1075
PNC,"PNC Financial Services Group, Inc. (The)",US6934751057
CMG,"Chipotle Mexican Grill, Inc.",US1696561059
ZTS,Zoetis Inc.,US98978V1035
USB,U.S. Bancorp,US9029733048
MCK,McKesson Corporation,US58155Q1031
ITW,Illinois Tool Works Inc.,US4523081093
MAR,Marriott International,US5719032022
GD,General Dynamics Corporation,US3695501086
CL,Colgate-Palmolive Company,US1941621039
EOG,"EOG Resources, Inc.",US26875P1012
CEG,Constellation Energy Corporation,US21037T1097
EMR,Emerson Electric Company,US2910111044
APD,"Air Products and Chemicals, Inc.",US0091581068
TDG,Transdigm Group Inc.,US8936411003
NOC,Northrop Grumman Corporation,US6668071029
WMB,"Williams Companies, Inc. (The)",US9694571004
CVS,CVS Health Corporation,US1266501006
FTNT,"Fortinet, Inc.",US34959E1091
FDX,FedEx Corporation,US31428X1063
MMM,3M Company,US88579Y1010
COF,Capital One Financial Corporation,US14040H1059
ORLY,"O'Reilly Automotive, Inc.",US67103H1077
ECL,Ecolab Inc.,US2788651006
CARR,Carrier Global Corporation,US14448C1045
CSX,CSX Corporation,US1264081035
RSG,"Republic Services, Inc.",US7607591002
ADSK,"Autodesk, Inc.",US0527691069
OKE,"ONEOK, Inc.",US6826801036
AJG,Arthur J. Gallagher & Co.,US3635761097
BDX,"Becton, Dickinson and Company",US0758871091
RCL,Royal Caribbean Cruises Ltd.,LR0008862868
FCX,"Freeport-McMoRan, Inc.",US35671D8570
KMI,"Kinder Morgan, Inc.",US49456B1017
DLR,"Digital Realty Trust, Inc.",US2538681030
SLB,Schlumberger N.V.,AN8068571086
TFC,Truist Financial Corporation,US89832Q1094
AFL,AFLAC Incorporated,US0010551028
HLT,Hilton Worldwide Holdings Inc.,US43300A2033
GM,General Motors Company,US37045V1008
SPG,"Simon Property Group, Inc.",US8288061091
SRE,DBA Sempra,US8168511090
ROP,"Roper Technologies, Inc.",US7766961061
NSC,Norfolk Southern Corporation,US6558441084
PSA,Public Storage,US74460D1090
TRV,"The Travelers Companies, Inc.",US89417E1091
PCAR,PACCAR Inc.,US6937181088
GWW,"W.W. Grainger, Inc.",US3848021040
MET,"MetLife, Inc.",US59156R1086
BK,The Bank of New York Mellon Corporation,US0640581007
FICO,Fair Isaac Corporation,US3032501047
TGT,Target Corporation,US87612E1064
NXPI,NXP Semiconductors N.V.,NL0009538784
JCI,Johnson Controls International plc,IE00BY7QL619
AMP,"Ameriprise Financial, Inc.",US03076C1062
PSX,Phillips 66,US7185461040
URI,"United Rentals, Inc.",US9113631090
CPRT,"Copart, Inc.",US2172041061
DHI,"D.R. Horton, Inc.",US23331A1097
FANG,"Diamondback Energy, Inc.",US25278X1090
VST,Vistra Corp.,US92840M1027
ALL,Allstate Corporation (The),US0200021014
MNST,Monster Beverage Corporation,US61174X1090
AEP,"American Electric Power Company, Inc.",US0255371017
AZO,"AutoZone, Inc.",US0533321024
MPC,Marathon Petroleum Corporation,US56585A1025
PAYX,"Paychex, Inc.",US7043261079
O,Realty Income Corporation,US7561091049
CMI,Cummins Inc.,US2310211063
PWR,"Quanta Services, Inc.",US74762E1029
NEM,Newmont Corporation,US6516391066
D,"Dominion Energy, Inc.",US25746U1097
HWM,Howmet Aerospace Inc.,US4432011082
COR,"Cencora, Inc.",US03073E1055
OXY,Occidental Petroleum Corporation,US6745991058
FAST,Fastenal Company,US3119001044
AIG,"American International Group, Inc. New",US0268747849
AXON,"Axon Enterprise, Inc.",US05464C1018
LHX,"L3Harris Technologies, Inc.",US5024311095
FIS,"Fidelity National Information Services, Inc.",US31620M1062
ROST,"Ross Stores, Inc.",US7782961038
NDAQ,"Nasdaq, Inc.",US6311031081
ODFL,"Old Dominion Freight Line, Inc.",US6795801009
MSCI,MSCI Inc.,US55354G1004
KVUE,Kenvue Inc.,US49177J1025
KMB,Kimberly-Clark Corporation,US4943681035
HES,Hess Corporation,US42809H1077
CCI,Crown Castle Inc.,US22822V1017
LEN,Lennar Corporation,US5260571048
PCG,Pacific Gas & Electric Co.,US69331C1080
PEG,Public Service Enterprise Group Incorporated,US7445731067
AME,"AMETEK, Inc.",US0311001004
VLO,Valero Energy Corporation,US91913Y1001
TRGP,"Targa Resources, Inc.",US87612G1013
TEL,TE Connectivity plc,IE000IVNQZ81
PRU,"Prudential Financial, Inc.",US7443201022
BKR,Baker Hughes Company,US05722G1004
EA,Electronic Arts Inc.,US2855121099
STZ,"Constellation Brands, Inc.",US21036P1084
KDP,Keurig Dr Pepper Inc.,US49271V1008
DFS,Discover Financial Services,US2547091080
F,Ford Motor Company,US3453708600
XEL,Xcel Energy Inc.,US98389B1008
KR,Kroger Company (The),US5010441013
IR,Ingersoll Rand Inc.,US45687V1061
DAL,"Delta Air Lines, Inc.",US2473617023
EW,Edwards Lifesciences Corporation,US28176E1082
GLW,Corning Incorporated,US2193501051
CTVA,"Corteva, Inc.",US22052L1044
CBRE,CBRE Group Inc,US12504L1098
VRSK,"Verisk Analytics, Inc.",US92345Y1064
IT,"Gartner, Inc.",US3666511072
OTIS,Otis Worldwide Corporation,US68902V1070
GRMN,Garmin Ltd.,CH0114405324
LULU,lululemon athletica inc.,US5500211090
EXC,Exelon Corporation,US30161N1019
GEHC,GE HealthCare Technologies Inc.,US36266G1076
CTSH,Cognizant Technology Solutions Corporation,US1924461023
KHC,The Kraft Heinz Company,US5007541064
YUM,"Yum! Brands, Inc.",US9884981013
A,"Agilent Technologies, Inc.",US00846U1016
VMC,Vulcan Materials Company (Holding Company),US9291601097
LVS,Las Vegas Sands Corp.,US5178341070
SYY,Sysco Corporation,US8718291078
ACGL,Arch Capital Group Ltd.,BMG0450A1053
MLM,"Martin Marietta Materials, Inc.",US5732841060
RMD,ResMed Inc.,US7611521078
MTB,M&T Bank Corporation,US55261F1049
GIS,"General Mills, Inc.",US3703341046
HUM,Humana Inc.,US4448591028
HPQ,HP Inc.,US40434L1052
IQV,"IQVIA Holdings, Inc.",US46266C1053
HSY,The Hershey Company,US4278661081
EXR,Extra Space Storage Inc,US30225T1025
MCHP,Microchip Technology Incorporated,US5950171042
NUE,Nucor Corporation,US6703461052
IDXX,"IDEXX Laboratories, Inc.",US45168D1046
HIG,"Hartford Financial Services Group, Inc. (The)",US4165151048
DD,"DuPont de Nemours, Inc.",US26614N1028
IRM,Iron Mountain Incorporated (Delaware),US46284V1017
VICI,VICI Properties Inc.,US9256521090
ED,"Consolidated Edison, Inc.",US2091151041
WAB,Westinghouse Air Brake Technologies Corporation,US9297401088
EIX,Edison International,US2810201077
RJF,"Raymond James Financial, Inc.",US7547301090
AVB,"AvalonBay Communities, Inc.",US0534841012
TTWO,"Take-Two Interactive Software, Inc.",US8740541094
ETR,Entergy Corporation,US29364G1031
ROK,"Rockwell Automation, Inc.",US7739031091
LYV,"Live Nation Entertainment, Inc.",US5380341090
WEC,"WEC Energy Group, Inc.",US92939U1060
CCL,Carnival Corporation,PA1436583006
BRO,"Brown & Brown, Inc.",US1152361010
CSGP,"CoStar Group, Inc.",US22160N1090
UAL,"United Airlines Holdings, Inc.",US9100471096
WTW,Willis Towers Watson Public Limited Company,IE00BDB6Q211
FITB,Fifth Third Bancorp,US3167731005
DOW,Dow Inc.,US2605571031
EFX,"Equifax, Inc.",US2944291051
ANSS,"ANSYS, Inc.",US03662Q1058
XYL,Xylem Inc.,US98419M1009
CNC,Centene Corporation,US15135B1017
DXCM,"DexCom, Inc.",US2521311074
GPN,Global Payments Inc.,US37940X1028
EBAY,eBay Inc.,US2786421030
CAH,"Cardinal Health, Inc.",US14149Y1082
SW,Smurfit WestRock plc,IE00028FXN24
TSCO,Tractor Supply Company,US8923561067
KEYS,Keysight Technologies Inc.,US49338L1035
ON,ON Semiconductor Corporation,US6821891057
VTR,"Ventas, Inc.",US92276F1003
EQR,Equity Residential,US29476L1070
PPG,"PPG Industries, Inc.",US6935061076
STT,State Street Corporation,US8574771031
K,Kellanova,US4878361082
EQT,EQT Corporation,US26884L1098
NVR,"NVR, Inc.",US62944T1051
HPE,Hewlett Packard Enterprise Company,US42824C1099
HAL,Halliburton Company,US4062161017
MPWR,"Monolithic Power Systems, Inc.",US6098391054
CHD,"Church & Dwight Company, Inc.",US1713401024
DOV,Dover Corporation,US2600031080
AWK,"American Water Works Company, Inc.",US0304201033
DECK,Deckers Outdoor Corporation,US2435371073
LYB,LyondellBasell Industries NV,NL0009434992
GDDY,GoDaddy Inc.,US3802371076
BR,"Broadridge Financial Solutions, Inc.",US11133T1034
FTV,Fortive Corporation,US34959J1088
PHM,"PulteGroup, Inc.",US7458671010
TROW,"T. Rowe Price Group, Inc.",US74144T1088
VLTO,Veralto Corp,US92338C1036
CPAY,"Corpay, Inc.",US2199481068
TYL,"Tyler Technologies, Inc.",US9022521051
ADM,Archer-Daniels-Midland Company,US0394831020
HBAN,Huntington Bancshares Incorporated,US4461501045
DTE,DTE Energy Company,US2333311072
PPL,PPL Corporation,US69351T1060
NTAP,"NetApp, Inc.",US64110D1046
DVN,Devon Energy Corporation,US25179M1036
SYF,Synchrony Financial,US87165B1035
MTD,"Mettler-Toledo International, Inc.",US5926881054
AEE,Ameren Corporation,US0236081024
WBD,"Warner Bros. Discovery, Inc. - Series A",US9344231041
FE,FirstEnergy Corp.,US3379321074
ROL,"Rollins, Inc.",US7757111049
HUBB,Hubbell Inc,US4435106079
RF,Regions Financial Corporation,US7591EP1005
CINF,Cincinnati Financial Corporation,US1720621010
SBAC,SBA Communications Corporation,US78410G1040
CDW,CDW Corporation,US12514G1085
EL,"Estee Lauder Companies, Inc. (The)",US5184391044
WRB,W.R. Berkley Corporation,US0844231029
EXPE,"Expedia Group, Inc.",US30212P3038
ATO,Atmos Energy Corporation,US0495601058
BIIB,Biogen Inc.,US09062X1037
IFF,"International Flavors & Fragrances, Inc.",US4595061015
PTC,PTC Inc.,US69370C1009
ES,Eversource Energy (D/B/A),US30040W1080
WST,"West Pharmaceutical Services, Inc.",US9553061055
WY,Weyerhaeuser Company,US9621661043
WDC,Western Digital Corporation,US9581021055
TSN,"Tyson Foods, Inc.",US9024941034
STLD,"Steel Dynamics, Inc.",US8581191009
TDY,Teledyne Technologies Incorporated,US8793601050
PKG,Packaging Corporation of America,US6951561090
CBOE,"Cboe Global Markets, Inc.",US12503M1080
ZBH,"Zimmer Biomet Holdings, Inc.",US98956P1021
LDOS,"Leidos Holdings, Inc.",US5253271028
NTRS,Northern Trust Corporation,US6658591044
WAT,Waters Corporation,US9418481035
STE,STERIS plc (Ireland),IE00BFY8C754
INVH,Invitation Homes Inc.,US46187W1071
CLX,Clorox Company (The),US1890541097
STX,Seagate Technology Holdings PLC,IE00BKVD2N49
MKC,"McCormick & Company, Incorporated",US5797802064
CNP,"CenterPoint Energy, Inc (Holding Co)",US15189T1079
CMS,CMS Energy Corporation,US1258961002
IP,International Paper Company,US4601461035
FOX,Fox Corporation,US35137L2043
CFG,"Citizens Financial Group, Inc.",US1746101054
FOXA,Fox Corporation,US35137L1052
BLDR,"Builders FirstSource, Inc.",US12008R1077
LH,Labcorp Holdings Inc.,US5049221055
ZBRA,Zebra Technologies Corporation,US9892071054
FSLR,"First Solar, Inc.",US3364331070
CTRA,Coterra Energy Inc.,US1270971039
COO,"The Cooper Companies, Inc.",US2166485019
ERIE,Erie Indemnity Company,US29530P1021
ESS,"Essex Property Trust, Inc.",US2971781057
OMC,Omnicom Group Inc.,US6819191064
PFG,Principal Financial Group Inc,US74251V1026
NRG,"NRG Energy, Inc.",US6293775085
DRI,"Darden Restaurants, Inc.",US2371941053
LUV,Southwest Airlines Company,US8447411088
BF-B,Brown Forman Inc,US1156372096
KEY,KeyCorp,US4932671088
SNA,Snap-On Incorporated,US8330341012
PODD,Insulet Corporation,US45784P1012
BBY,"Best Buy Co., Inc.",US0865161014
MAA,"Mid-America Apartment Communities, Inc.",US59522J1034
L,Loews Corporation,US5404241086
JBHT,"J.B. Hunt Transport Services, Inc.",US4456581077
ARE,"Alexandria Real Estate Equities, Inc.",US0152711091
GEN,Gen Digital Inc.,US6687711084
HOLX,"Hologic, Inc.",US4364401012
BALL,Ball Corporation,US0584981064
FDS,FactSet Research Systems Inc.,US3030751057
DGX,Quest Diagnostics Incorporated,US74834L1008
VRSN,"VeriSign, Inc.",US92343E1029
NI,NiSource Inc,US65473P1057
PNR,Pentair plc.,IE00BLS09M33
TRMB,Trimble Inc.,US8962391004
NWSA,News Corporation,US65249B1098
NWS,News Corporation,US65249B2088
IEX,IDEX Corporation,US45167R1041
KIM,Kimco Realty Corporation (HC),US49446R1095
TER,"Teradyne, Inc.",US8807701029
MOH,Molina Healthcare Inc,US60855R1005
GPC,Genuine Parts Company,US3724601055
ALGN,"Align Technology, Inc.",US0162551016
BAX,Baxter International Inc.,US0718131099
EXPD,"Expeditors International of Washington, Inc.",US3021301094
MAS,Masco Corporation,US5745991068
HRL,Hormel Foods Corporation,US4404521001
J,Jacobs Solutions Inc.,US46982L1089
EG,"Everest Group, Ltd.",BMG3223R1088
ULTA,"Ulta Beauty, Inc.",US90384S3031
DG,Dollar General Corporation,US2566771059
LNT,Alliant Energy Corporation,US0188021085
AVY,Avery Dennison Corporation,US0536111091
VTRS,Viatris Inc.,US92556V1061
CF,"CF Industries Holdings, Inc.",US1252691001
DOC,"Healthpeak Properties, Inc.",US42250P1030
TXT,Textron Inc.,US8832031012
DPZ,Domino's Pizza Inc,US25754A2015
SMCI,"Super Micro Computer, Inc.",US86800U3023
AMCR,Amcor plc,JE00BJ1F3079
EVRG,"Evergy, Inc.",US30034W1062
UDR,"UDR, Inc.",US9026531049
JBL,Jabil Inc.,US4663131039
NDSN,Nordson Corporation,US6556631025
MRNA,"Moderna, Inc.",US60770K1079
FFIV,"F5, Inc.",US3156161024
POOL,Pool Corporation,US73278L1052
INCY,Incyte Corporation,US45337C1027
DLTR,"Dollar Tree, Inc.",US2567461080
REG,Regency Centers Corporation,US7588491032
RVTY,"Revvity, Inc.",US7140461093
SWKS,"Skyworks Solutions, Inc.",US83088M1027
EPAM,"EPAM Systems, Inc.",US29414B1044
DVA,DaVita Inc.,US23918K1088
AKAM,"Akamai Technologies, Inc.",US00971T1016
SWK,"Stanley Black & Decker, Inc.",US8545021011
CPB,Campbell Soup Company,US1344291091
CAG,"ConAgra Brands, Inc.",US2058871029
CPT,Camden Property Trust,US1331311027
CHRW,"C.H. Robinson Worldwide, Inc.",US12541W2098
TPR,"Tapestry, Inc.",US8760301072
ALB,Albemarle Corporation,US0126531013
BXP,"BXP, Inc.",US1011211018
RL,Ralph Lauren Corporation,US7512121010
JKHY,"Jack Henry & Associates, Inc.",US4262811015
TAP,Molson Coors Beverage Company,US60871R2094
APTV,Aptiv PLC,JE00B783TY65
BG,Bunge Limited,CH1300646267
PAYC,"Paycom Software, Inc.",US70432V1026
ALLE,Allegion plc,IE00BFRT3W74
HST,"Host Hotels & Resorts, Inc.",US44107P1049
DAY,"Dayforce, Inc.",US15677J1088
SJM,The J.M. Smucker Company,US8326964058
KMX,CarMax Inc,US1431301027
SOLV,Solventum Corporation,US83444M1018
JNPR,"Juniper Networks, Inc.",US48203R1041
EMN,Eastman Chemical Company,US2774321002
UHS,"Universal Health Services, Inc.",US9139031002
NCLH,Norwegian Cruise Line Holdings Ltd.,BMG667211046
BEN,"Franklin Resources, Inc.",US3546131018
AIZ,"Assurant, Inc.",US04621X1081
MGM,MGM Resorts International,US5529531015
TECH,Bio-Techne Corp,US09073M1045
LW,"Lamb Weston Holdings, Inc.",US5132721045
GNRC,Generac Holdings Inc.,US3687361044
IPG,"Interpublic Group of Companies, Inc. (The)",US4606901001
AOS,A.O. Smith Corporation,US8318652091
PNW,Pinnacle West Capital Corporation,US7234841010
WYNN,"Wynn Resorts, Limited",US9831341071
MKTX,"MarketAxess Holdings, Inc.",US57060D1081
LKQ,LKQ Corporation,US5018892084
FRT,Federal Realty Investment Trust,US3137451015
CRL,"Charles River Laboratories International, Inc.",US1598641074
AES,The AES Corporation,US00130H1059
HSIC,"Henry Schein, Inc.",US8064071025
GL,Globe Life Inc.,US37959E1029
TFX,Teleflex Incorporated,US8793691069
HAS,"Hasbro, Inc.",US4180561072
MHK,"Mohawk Industries, Inc.",US6081901042
ENPH,"Enphase Energy, Inc.",US29355A1079
APA,APA Corporation,US03743Q1085
MOS,Mosaic Company (The),US61945C1036
CZR,"Caesars Entertainment, Inc.",US12769G1004
CE,Celanese Corporation,US1508701034
IVZ,Invesco Ltd,BMG491BT1088
MTCH,"Match Group, Inc.",US57667L1070
PARA,Paramount Global,US92556H2067
HII,"Huntington Ingalls Industries, Inc.",US4464131063
BWA,BorgWarner Inc.,US0997241064
FMC,FMC Corporation,US3024913036
WBA,"Walgreens Boots Alliance, Inc.",US9314271084
APO,Apollo Global Management,US03769M1062
WDAY,"Workday, Inc.",US98138H1014
LII,Lennox International Inc.,US5261071071
TPL,Texas Pacific Land Corporation,US88262P1021
SMSN.IL,Samsung Electronics,US7960508882
