ENEL.MI,ENEL,IT0003128367
DG.PA,VINCI,FR0000125486
EQNR.OL,EQUINOR ASA,NO0010096985
SHL.DE,SIEMENS HEALTHINEERS AG,DE000SHL1006
MRK.DE,MERCK KGAA O.N.,DE0006599905
HOLN.SW,HOLCIM N,CH0012214059
NG.L,NATIONAL GRID ORD GBP0.12431289,GB00BDR05C01
MBG.DE,Mercedes-Benz Group AG,DE0007100000
CPG.L,COMPASS GROUP PLC ORD GBP0.1105,GB00BD6K4575
ADYEN.AS,ADYEN,NL0012969182
INGA.AS,ING GROEP N.V.,NL0011821202
BMW.DE,BAY.MOTOREN WERKE AG ST,DE0005190003
P911.DE,Porsche AG Vz,DE000PAG9113
DSY.PA,DASSAULT SYSTEMES,FR0014003TT8
G.MI,GENERALI,IT0000062072
UMG.AS,UNIVERSAL MUSIC GROUP N V,NL0015000IY2
ACA.PA,CREDIT AGRICOLE,FR0000045072
CABK.MC,"CAIXABANK, S.A.",ES0140609019
SGO.PA,SAINT GOBAIN,FR0000125007
NWG.L,NATWEST GROUP PLC ORD GBP1.0769,GB00BM8PJY71
III.L,3I GROUP ORD GBP0.738636,GB00B1YW4409
IFX.DE,INFINEON TECH.AG NA O.N.,DE0006231004
HEIA.AS,HEINEKEN,NL0000009165
DB1.DE,DEUTSCHE BOERSE AG,DE0005810055
DSV.CO,DSV A/S,DK0060079531
SREN.SW,SWISS RE N,CH0126881561
ALC.SW,ALCON N,CH0432492467
BN.PA,DANONE,FR0000120644
RHM.DE,RHEINMETALL AG,DE0007030009
NDA-FI.HE,NORDEA BANK ABP,FI4000297767
ENI.MI,ENI,IT0003132476
ADS.DE,ADIDAS AG NA O.N.,DE000A1EWWW0
BAS.DE,BASF SE NA O.N.,DE000BASF111
HLN.L,HALEON PLC ORD GBP0.01,GB00BMX86B70
RKT.L,RECKITT BENCKISER GROUP PLC ORD GBP0.10,GB00B24CGK77
DHL.DE,DEUTSCHE POST AG,DE0005552004
ENR.DE,SIEMENS ENERGY AG,DE000ENER6Y0
LONN.SW,LONZA N,CH0013841017
ENGI.PA,ENGIE,FR0010208488
EXPN.L,EXPERIAN PLC ORD USD0.10,GB00B19NLV48
DBK.DE,DEUTSCHE BANK AG NA O.N.,DE0005140008
GIVN.SW,GIVAUDAN N,CH0010645932
HO.PA,THALES,FR0000121329
SIKA.SW,SIKA N,CH0418792922
AAL.L,ANGLO AMERICAN ORD USD0.54945,GB00B1XZS820
PGHN.SW,PARTNERS GROUP N,CH0024608827
STAN.L,STANDARD CHARTERED PLC ORD USD0.50,GB0004082847
EQT.ST,EQT AB,SE0012853455
STLAM.MI,STELLANTIS,NL00150001Q9
ARGX.BR,ARGENX SE,NL0010832176
KBC.BR,KBC GROEP NV,BE0003565737
UCB.BR,UCB,BE0003739530
WKL.AS,WOLTERS KLUWER,NL0000395903
DTG.DE,DAIMLER TRUCK HLDG JGE NA,DE000DTR0CK8
KER.PA,KERING,FR0000121485
DNB.OL,DNB BANK ASA,NO0010161896
ASSA-B.ST,ASSA ABLOY AB SER. B,SE0007100581
SEB-A.ST,SKANDINAVISKA ENSKILDA BANKEN SER. A,SE0000148884
AENA.MC,"AENA, S.M.E., S.A.",ES0105046009
EOAN.DE,E.ON SE NA O.N.,DE000ENAG999
AMS.MC,"AMADEUS IT GROUP, S.A.",ES0109067019
EXO.AS,EXOR,NL0012059018
HNR1.DE,HANNOVER RUECK SE,DE0008402215
TSCO.L,TESCO ORD GBP0.0633333,GB00BLGZ9862
ORA.PA,ORANGE,FR0000133308
FER.AS,FERROVIAL SE,NL0015001FS8
AD.AS,KONINKLIJKE AHOLD DELHAIZE N.V.,NL0011794037
CCL.L,CARNIVAL PLC ORD USD1.66,GB0031215220
BEI.DE,BEIERSDORF AG,DE0005200000
HEXA-B.ST,HEXAGON AB SER. B,SE0015961909
SCMN.SW,SWISSCOM N,CH0008742519
KNEBV.HE,KONE CORPORATION,FI0009013403
IMB.L,IMPERIAL BRANDS PLC GBP0.10,GB0004544929
GALD.SW,GALDERMA GROUP N,CH1335392721
GLE.PA,SOCIETE GENERALE,FR0000130809
LR.PA,LEGRAND,FR0010307819
DANSKE.CO,DANSKE BANK A/S,DK0010274414
DSFIR.AS,DSM FIRMENICH AG,CH1216478797
NSIS-B.CO,NOVONESIS (NOVOZYMES A/S) B,DK0060336014
KNIN.SW,KUEHNE+NAGEL INT N,CH0025238863
SAND.ST,SANDVIK AB,SE0000667891
RI.PA,PERNOD RICARD,FR0000120693
HEI.DE,HEIDELBERG MATERIALS,DE0006047004
EBS.VI,ERSTE GROUP BANK AG,AT0000652011
SWED-A.ST,SWEDBANK AB SER A,SE0000242455
CAP.PA,CAPGEMINI,FR0000125338
AHT.L,ASHTEAD GROUP ORD GBP0.10,GB0000536739
VER.VI,VERBUND AG KAT. A,AT0000746409
ASM.AS,ASM INTERNATIONAL N.V.,NL0000334118
NOKIA.HE,NOKIA CORPORATION,FI0009000681
VNA.DE,VONOVIA SE,DE000A1ML7J1
CBK.DE,COMMERZBANK AG,DE000CBK1001
CLNX.MC,"CELLNEX TELECOM, S.A.",ES0105066007
TEF.MC,"TELEFONICA,S.A.",ES0178430E18
PUB.PA,PUBLICIS GROUPE SA,FR0000130577
ML.PA,MICHELIN,FR001400AJ45
NTGY.MC,"NATURGY ENERGY GROUP, S.A.",ES0116870314
SHB-A.ST,SVENSKA HANDELSBANKEN SER. A,SE0007100599
SLHN.SW,SWISS LIFE HOLDING AG N,CH0014852781
PHIA.AS,KON.PHILIPS N.V.,NL0000009538
CVC.AS,CVC CAPITAL,JE00BRX98089
COLO-B.CO,COLOPLAST B A/S,DK0060448595
PRU.L,PRUDENTIAL PLC GBP0.05,GB0007099541
SAMPO.HE,SAMPO PLC A,FI4000552500
ELE.MC,"ENDESA,S.A.",ES0130670112
TLX.DE,TALANX AG,DE000TLX1005
RYA.IR,Ryanair Holdings PLC,IE00BYTBXV33
RWE.DE,RWE AG,DE0007037129
MT.AS,ARCELORMITTAL SA,LU1598757687
BAYN.DE,BAYER AG NA O.N.,DE000BAY0017
LDO.MI,LEONARDO,IT0003856405
EPI-A.ST,EPIROC AB SER. A,SE0015658109
FRE.DE,FRESENIUS SE+CO.KGAA O.N.,DE0005785604
TEN.MI,TENARIS,LU2598331598
VIE.PA,VEOLIA ENVIRON.,FR0000124141
STMN.SW,STRAUMANN N,CH1175448666
ANTO.L,ANTOFAGASTA PLC ORD GBP0.05,GB0000456144
HM-B.ST,"HENNES & MAURITZ AB, H & M SER. B",SE0000106270
PKO.WA,PKOBP,PLPKO0000016
KOG.OL,KONGSBERG GRUPPEN ASA,NO0003043309
IAG.L,INTERNATIONAL CONSOLIDATED AIRLINE ORD EUR0.10 (CDI),ES0177542018
SSE.L,SSE PLC GBP0.50,GB0007908733
PST.MI,POSTE ITALIANE,IT0003796171
HEIO.AS,HEINEKEN HOLDING,NL0000008977
DIM.PA,SARTORIUS STED BIO,FR0013154002
AM.PA,DASSAULT AVIATION,FR0014004L86
GEBN.SW,GEBERIT N,CH0030170408
BT-A.L,BT GROUP ORD GBP0.05,GB0030913577
IHG.L,INTERCONTINENTAL HOTELS GROUP ORD GBP0.208521303,GB00BHJYC057
SDZ.SW,SANDOZ GROUP N,CH1243598427
SGSN.SW,SGS N,CH1256740924
MTX.DE,MTU AERO ENGINES AG,DE000A0D9PT0
MONC.MI,MONCLER,IT0004965148
ORSTED.CO,ORSTED A/S,DK0060094928
SOON.SW,SONOVA N,CH0012549785
AV.L,AVIVA ORD GBP0.328947368,GB00BPQY8M80
PKN.WA,PKNORLEN,PLPKN0000018
LGEN.L,LEGAL & GENERAL GROUP ORD GBP0.025,GB0005603997
WISE.L,WISE PLC CLS A ORD GBP0.01,GB00BL9YR756
ALFA.ST,ALFA LAVAL AB,SE0000695876
TEL.OL,TELENOR ASA,NO0010063308
KRZ.IR,Kerry Group PLC,IE0004906560
ABF.L,ASSOCIATED BRITISH FOODS PLC ORD 5 15/22P,GB0006731235
PRY.MI,PRYSMIAN,IT0004176001
BOL.PA,BOLLORE SE,FR0000039299
TRN.MI,TERNA,IT0003242622
EMSN.SW,EMS-CHEMIE N,CH0016440353
A5G.IR,AIB Group PLC,IE00BF0L3536
SRG.MI,SNAM,IT0003153415
EVO.ST,EVOLUTION AB,SE0012673267
LATO-B.ST,"LATOUR, INVESTMENTAB. SER. B",SE0010100958
SAAB-B.ST,SAAB AB SER. B,SE0021921269
ABN.AS,ABN AMRO BANK N.V.,NL0011540547
SGE.L,THE SAGE GROUP PLC GBP0.01051948,GB00B8C3BL03
UPM.HE,UPM-KYMMENE CORPORATION,FI0009005987
LIFCO-B.ST,LIFCO AB SER.B,SE0015949201
CCH.L,COCA-COLA HBC AG ORD CHF6.70(CDI),CH0198251305
BAMI.MI,BANCO BPM,IT0005218380
RNO.PA,RENAULT,FR0000131906
KRX.IR,Kingspan Group PLC,IE0004927939
SAB.MC,BANCO DE SABADELL,ES0113860A34
KPN.AS,KPN KON,NL0000009082
NXT.L,NEXT ORD GBP0.10,GB0032089863
REP.MC,"REPSOL, S.A.",ES0173516115
AMUN.PA,AMUNDI,FR0004125920
LOGN.SW,LOGITECH N,CH0025751329
OMV.VI,OMV AG,AT0000743059
MB.MI,MEDIOBANCA,IT0000062957
CON.DE,CONTINENTAL AG O.N.,DE0005439004
INF.L,INFORMA PLC ORD GBP0.001,GB00BMJ6DW54
VWS.CO,VESTAS WIND SYSTEMS A/S,DK0061539921
GMAB.CO,GENMAB A/S,DK0010272202
BIM.PA,BIOMERIEUX,FR0013280286
FME.DE,FRESEN.MED.CARE KGAA O.N.,DE0005785802
SY1.DE,SYMRISE AG,DE000SYM9999
FORTUM.HE,FORTUM CORPORATION,FI0009007132
ACS.MC,"ACS,ACTIVIDADES DE CONSTRUCCION Y SERVICIOS,S.A.",ES0167050915
KBX.DE,KNORR BREMSE AG,DE000KBX1006
BNZL.L,BUNZL ORD GBP0.32142857,GB00B0744B38
PNDORA.CO,PANDORA A/S,DK0060252690
BVI.PA,BUREAU VERITAS,FR0006174348
JMT.LS,"J.MARTINS,SGPS",PTJMT0AE0001
EDP.LS,EDP-ENERGIAS PORTU,PTEDP0AM0009
NEM.DE,NEMETSCHEK SE,DE0006452907
HLMA.L,HALMA ORD GBP0.10,GB0004052071
BAER.SW,JULIUS BAER N,CH0102484968
SPL.WA,SANPL,PLBZ00000044
ENX.PA,EURONEXT,NL0006294274
NN.AS,NN GROUP,NL0010773842
AKRBP.OL,AKER BP ASA,NO0010345853
TRYG.CO,TRYG A/S,DK0060636678
EN.PA,BOUYGUES,FR0000120503
SN.L,SMITH & NEPHEW PLC ORD USD0.20,GB0009223206
RTO.L,RENTOKIL INITIAL ORD GBP0.01,GB00B082RF11
GALP.LS,GALP ENERGIA-NOM,PTGAL0AM0009
TELIA.ST,TELIA COMPANY AB,SE0000667925
LUND-B.ST,"LUNDBERGFORETAGEN AB, L E SER. B",SE0000108847
AC.PA,ACCOR,FR0000120404
URW.PA,UNIBAIL-RODAMCO-WESTFIELD,FR0013326246
DNP.WA,DINOPL,PLDINPL00011
SGRO.L,SEGRO PLC ORD GBP0.10,GB00B5ZN1N88
PAH3.DE,PORSCHE AUTOMOBIL HOLDING SE,DE000PAH0038
BIRG.L,Bank of Ireland Group PLC,IE00BD1RP616
HOT.DE,HOCHTIEF AG,DE0006070006
NHY.OL,NORSK HYDRO ASA,NO0005052605
REC.MI,RECORDATI ORD,IT0003828271
PZU.WA,PZU,PLPZU0000011
FBK.MI,FINECOBANK,IT0000072170
PSON.L,PEARSON ORD GBP0.25,GB0006776081
SW.PA,SODEXO,FR0000121220
WRT1V.HE,WARTSILA CORPORATION,FI0009003727
VACN.SW,VAT GROUP N,CH0311864901
ADM.L,ADMIRAL GROUP ORD GBP0.001,GB00B02J6398
ASRNL.AS,ASR NEDERLAND,NL0011872643
PEO.WA,PEKAO,PLPEKAO00016
BPE.MI,BPER BANCA,IT0000066123
UNI.MI,UNIPOL,IT0004810054
AKZA.AS,AKZO NOBEL,NL0013267909
EVD.DE,CTS EVENTIM AG & CO. KGAA,DE0005470306
BMED.MI,BANCA MEDIOLANUM,IT0004776628
PUIG.MC,"PUIG BRANDS, S.A. CLASE B",ES0105777017
ITRK.L,INTERTEK GROUP ORD GBP0.01,GB0031638363
INDT.ST,INDUTRADE AB,SE0001515552
GJF.OL,GJENSIDIGE FORSIKRING ASA,NO0010582521
RAA.DE,RATIONAL AG,DE0007010803
ADP.PA,AEROPORTS DE PARIS,FR0010340141
ALO.PA,ALSTOM,FR0010220475
AGS.BR,AGEAS,BE0974264930
SOBI.ST,SWEDISH ORPHAN BIOVITRUM AB,SE0000872095
HELN.SW,HELVETIA HOLDING N,CH0466642201
UHR.SW,SWATCH GROUP I,CH0012255151
G1A.DE,GEA GROUP AG,DE0006602006
FGR.PA,EIFFAGE,FR0000130452
SKA-B.ST,SKANSKA AB SER. B,SE0000113250
ERF.XD,EUROFINS SCIENT.,FR0014000MR3
RED.MC,"REDEIA CORPORACION, S.A.",ES0173093024
ORK.OL,ORKLA ASA,NO0003733800
MOWI.OL,MOWI ASA,NO0003054108
BNR.DE,BRENNTAG SE,DE000A1DAHH0
IPN.PA,IPSEN,FR0010259150
BOL.ST,BOLIDEN AB,SE0020050417
SVT.L,SEVERN TRENT ORD GBP0.9789,GB00B1FH8J72
CNA.L,CENTRICA ORD GBP0.061728395,GB00B033F229
ZAL.DE,ZALANDO SE,DE000ZAL1111
INW.MI,INWIT,IT0005090300
BKW.SW,BKW N,CH0130293662
EVK.DE,EVONIK INDUSTRIES AG,DE000EVNK013
EDPR.LS,EDP RENOVAVEIS,ES0127797019
SPSN.SW,SWISS PRIME SITE N,CH0008038389
GBLB.BR,GBL,BE0003797140
METSO.HE,METSO OYJ,FI0009014575
BCVN.SW,BC VAUD N,CH0531751755
BMPS.MI,BANCA MONTE PASCHI SIENA,IT0005508921
JDEP.AS,JDE PEET'S,NL0014332678
MKS.L,MARKS & SPENCER GROUP ORD GBP0.01,GB0031274896
LI.PA,KLEPIERRE,FR0000121964
GET.PA,GETLINK SE,FR0010533075
TREL-B.ST,TRELLEBORG AB SER. B,SE0000114837
BESI.AS,BE SEMICONDUCTOR INDUSTRIES N.V.,NL0012866412
CA.PA,CARREFOUR,FR0000120172
BC.MI,BRUNELLO CUCINELLI,IT0004764699
RBI.VI,RAIFFEISEN BANK INTERNAT. AG,AT0000606306
IMCD.AS,IMCD,NL0010801007
DIE.BR,D'IETEREN GROUP,BE0974259880
WPP.L,WPP PLC ORD GBP0.10,JE00B8KF9B49
BKT.MC,"BANKINTER, S.A.",ES0113679I37
BALN.SW,BALOISE N,CH0012410517
INPST.AS,INPOST S.A.,LU2290522684
SMIN.L,SMITHS GROUP PLC ORD GBP0.375,GB00B1WY2338
LHA.DE,LUFTHANSA AG VNA O.N.,DE0008232125
AUTO.L,AUTO TRADER GROUP PLC ORD GBP0.01,GB00BVYVFW23
DHER.DE,DELIVERY HERO SE,DE000A2E4K43
BCP.LS,B.C.P.-BCO COMERCIAL PORTUGUES,PTBCP0AM0015
UU.L,UNITED UTILITIES GROUP PLC ORD GBP0.05,GB00B39J2M42
BALD-B.ST,FASTIGHETS AB BALDER SER. B,SE0017832488
LPP.WA,LPP,PLLPP0000011
BZU.MI,BUZZI,IT0001347308
SOF.BR,SOFINA,BE0003717312
BEAN.SW,BELIMO N,CH1101098163
SECU-B.ST,SECURITAS AB SER. B,SE0000163594
ICG.L,INTERMEDIATE CAPITAL GROUP PLC ORD GBP0.2625,GB00BYT1DJ19
ADDT-B.ST,ADDTECH AB SER. B,SE0014781795
RXL.PA,REXEL,FR0010451203
BG.VI,BAWAG GROUP AG,AT0000BAWAG2
WEIR.L,WEIR GROUP ORD GBP0.125,GB0009465807
DEMANT.CO,DEMANT A/S,DK0060738599
BTRW.L,BARRATT REDROW PLC ORD GBP0.10,GB0000811801
EDEN.PA,EDENRED,FR0010908533
SYENS.BR,SYENSQO,BE0974464977
DPLM.L,DIPLOMA PLC ORD GBP0.05,GB0001826634
SIGN.SW,SIG GROUP N,CH0435377954
BEIJ-B.ST,BEIJER REF AB SER. B,SE0015949748
FHZN.SW,FLUGHAFEN ZUERICH N,CH0319416936
SBRY.L,SAINSBURY(J) ORD GBP0.28571428,GB00B019KW72
NIBE-B.ST,NIBE INDUSTRIER AB SER. B,SE0015988019
ELISA.HE,ELISA CORPORATION,FI0009007884
LOTB.BR,LOTUS BAKERIES,BE0003604155
RAND.AS,RANDSTAD N.V.,NL0000379121
YAR.OL,YARA INTERNATIONAL ASA,NO0010208051
AAK.ST,AAK AB,SE0011337708
SDR.L,SCHRODERS PLC ORD GBP0.20,GB00BP9LHF23
STJ.L,ST JAMES'S PLACE PLC ORD GBP0.15,GB0007669376
CPR.MI,CAMPARI,NL0015435975
G24.DE,SCOUT24 SE,DE000A12DM80
A2A.MI,A2A,IT0001233417
FDJ.PA,LA FRANCAISE DES,FR0013451333
VAR.OL,VAR ENERGI ASA,NO0011202772
BEZ.L,BEAZLEY PLC (UK) ORD GBP0.05,GB00BYQ0JC66
GFC.PA,GECINA,FR0010040865
NESTE.HE,NESTE CORPORATION,FI0009013296
MNDI.L,MONDI PLC ORD EUR0.22,GB00BMWC6P49
PSPN.SW,PSP N,CH0018294154
GRF.MC,GRIFOLS S.A.,ES0171996087
SPX.L,SPIRAX GROUP PLC ORD GBP0.269230769,GB00BWFGQN14
ANA.MC,"ACCIONA, S.A.",ES0125220311
CTEC.L,CONVATEC GROUP PLC ORD GBP0.1,GB00BD3VFW73
DCC.L,DCC ORD EUR0.25 (CDI),IE0002424939
ACKB.BR,ACKERMANS V.HAAREN,BE0003764785
BARN.SW,BARRY CALLEBAUT N,CH0009002962
TUB.BR,TUBIZE-FIN,BE0003823409
VZN.SW,VZ HOLDING N,CH0528751586
RMV.L,RIGHTMOVE ORD GBP0.001,GB00BGDT3G23
HL.L,HARGREAVES LANSDOWN ORD GBP0.004,GB00B1VZ0M25
AVOL.SW,AVOLTA N,CH0023405456
ZEAL.CO,ZEALAND PHARMA A/S,DK0060257814
PHNX.L,PHOENIX GROUP HOLDINGS PLC ORD GBP0.10,GB00BGXQNP29
SALM.OL,SALMAR ASA,NO0010310956
IMI.L,IMI ORD GBP0.28571428,GB00BGLP8L22
KGH.WA,KGHM,PLKGHM000017
NEXI.MI,NEXI,IT0005366767
MNG.L,M&G PLC ORD GBP0.05,GB00BKFB1C65
NEOEN.PA,NEOEN,FR0011675362
GF.SW,GEORG FISCHER N,CH1169151003
AKE.PA,ARKEMA,FR0010313833
TIT.MI,TELECOM ITALIA,IT0003497168
LEG.DE,LEG IMMOBILIEN SE,DE000LEG1110
MRL.MC,"MERLIN PROPERTIES SOCIMI, S.A.",ES0105025003
COV.PA,COVIVIO,FR0000064578
HIK.L,HIKMA PHARMACEUTICALS ORD GBP0.10,GB00B0LCW083
SQN.SW,SWISSQUOTE N,CH0010675863
ENT.L,ENTAIN PLC ORD EUR0.01,IM00B5VQMV65
BGN.MI,BANCA GENERALI,IT0001031084
REY.MI,REPLY,IT0005282865
SPIE.PA,SPIE,FR0012757854
GAW.L,GAMES WORKSHOP GROUP ORD GBP0.05,GB0003718474
WTB.L,WHITBREAD ORD GBP0.76797385,GB00B1KJJ408
ANDR.VI,ANDRITZ AG,AT0000730007
SUN.SW,SULZER N,CH0038388911
CRDA.L,CRODA INTERNATIONAL ORD GBP0.10609756,GB00BJFFLV09
DIA.MI,DIASORIN,IT0003492391
TEP.PA,TELEPERFORMANCE,FR0000051807
TEMN.SW,TEMENOS N,CH0012453913
AMP.MI,AMPLIFON,IT0004056880
HER.MI,HERA,IT0001250932
SAVE.ST,NORDNET AB,SE0015192067
GTT.PA,GTT (GAZTRANSPORT ET TECHNIGAZ) EUR0.01,FR0011726835
KCR.HE,KONECRANES PLC,FI0009005870
RF.PA,EURAZEO SE,FR0000121121
AFX.DE,CARL ZEISS MEDITEC AG,DE0005313704
KGF.L,KINGFISHER ORD GBP0.157142857,GB0033195214
INVP.L,INVESTEC ORD GBP0.0002,GB00B17BBQ50
TE.PA,TECHNIP ENERGIES N.V.,NL0014559478
CDR.WA,CDPROJEKT,PLOPTTC00011
IVG.MI,IVECO GROUP,NL0015000LU4
GETI-B.ST,GETINGE AB SER. B,SE0000202624
HWDN.L,HOWDEN JOINERY GROUP PLC ORD GBP0.10,GB0005576813
SB1NO.OL,SPAREBANK 1 SOR-NORGE ASA,NO0010631567
CAST.ST,CASTELLUM AB,SE0000379190
LAND.L,LAND SECURITIES GROUP PLC ORD GBP0.106666666,GB00BYW0PQ60
KGX.DE,KION GROUP AG,DE000KGX8881
IG.MI,ITALGAS,IT0005211237
JYSK.CO,JYSKE BANK A/S,DK0010307958
VALMT.HE,VALMET CORPORATION,FI4000074984
DKSH.SW,DKSH N,CH0126673539
UTG.L,UNITE GROUP ORD GBP0.25,GB0006928617
JD.L,JD SPORTS FASHION PLC ORD GBP0.0005,GB00BM8Q5M07
BPSO.MI,BCA POP SONDRIO,IT0000784196
TW.L,TAYLOR WIMPEY PLC ORD GBP0.01,GB0008782301
SFSN.SW,SFS GROUP N,CH0239229302
WDP.BR,WAREHOUSES DE PAUW,BE0974349814
BRBY.L,BURBERRY GROUP ORD GBP0.0005,GB0031743007
SK.PA,S.E.B.,FR0000121709
ELI.BR,ELIA GROUP,BE0003822393
AMBU-B.CO,AMBU A/S,DK0060946788
STB.OL,STOREBRAND ASA,NO0003053605
PSN.L,PERSIMMON ORD GBP0.10,GB0006825383
SCR.PA,SCOR SE,FR0010411983
ELIS.PA,ELIS,FR0012435121
BANB.SW,BACHEM N,CH1176493729
EZJ.L,EASYJET ORD GBP0.27285714,GB00B7KR2P84
LMP.L,LONDONMETRIC PROPERTY PLC ORD GBP0.10,GB00B4WFW713
ALK-B.CO,ALK-ABELLO B A/S,DK0061802139
VPK.AS,VOPAK,NL0009432491
AZA.ST,AVANZA BANK HOLDING AB,SE0012454072
AZE.BR,AZELIS GROUP NV,BE0974400328
BBOX.L,TRITAX BIG BOX REIT PLC ORD GBP0.01,GB00BG49KP99
SFZN.SW,SIEGFRIED N,CH0014284498
AXFO.ST,AXFOOD AB,SE0006993770
VK.PA,VALLOUREC,FR0013506730
NEX.PA,NEXANS,FR0000044448
DLG.L,DIRECT LINE INSURANCE GROUP PLC ORD GBP0.109090909,GB00BY9D0Y18
SUBC.OL,SUBSEA 7 S.A.,LU0075646355
BKG.L,BERKELEY GROUP HLDGS ORD GBP0.05611047,GB00BP0RGD03
BLND.L,BRITISH LAND CO PLC ORD GBP0.25,GB0001367019
ADEN.SW,ADECCO N,CH0012138605
SPM.MI,SAIPEM,IT0005495657
ARCAD.AS,ARCADIS,NL0006237562
ACLN.SW,ACCELLERON N,CH1169360919
PUM.DE,PUMA SE,DE0006969603
GALE.SW,GALENICA N,CH0360674466
TOM.OL,TOMRA SYSTEMS ASA,NO0012470089
RILBA.CO,RINGKJOBING LANDBOBANK A/S,DK0060854669
IDS.L,INTL DISTRIBUTION SVCS PLC ORD GBP0.01,GB00BDVZYZ77
MF.PA,WENDEL,FR0000121204
BUCN.SW,BUCHER N,CH0002432174
BC8.DE,BECHTLE AG,DE0005158703
SECT-B.ST,SECTRA AB SER B,SE0022419784
LAGR-B.ST,LAGERCRANTZ GROUP AB SER B,SE0014990966
IGG.L,IG GROUP HLDGS ORD GBP0.00005,GB00B06QFB75
TKWY.AS,JUST EAT TAKEAWAY.COM N.V.,NL0012015705
ISS.CO,ISS A/S,DK0060542181
MYCR.ST,MYCRONIC AB,SE0000375115
VOE.VI,VOESTALPINE AG,AT0000937503
IP.MI,INTERPUMP GROUP,IT0001078911
FNOX.ST,FORTNOX AB,SE0017161243
FNTN.DE,FREENET AG,DE000A0Z2ZZ5
HUH1V.HE,HUHTAMAKI OYJ,FI0009000459
AZM.MI,AZIMUT,IT0003261697
SCT.L,SOFTCAT PLC ORD GBP0.0005,GB00BYZDVK82
RBREW.CO,ROYAL UNIBREW A/S,DK0060634707
NDA.DE,AURUBIS AG,DE0006766504
AALB.AS,AALBERTS N.V.,NL0000852564
TUI1.DE,TUI AG NA O.N.,DE000TUAG505
NKT.CO,NKT A/S,DK0010287663
WIE.VI,WIENERBERGER AG,AT0000831706
CLN.SW,CLARIANT N,CH0012142631
